fname,ARIMA,SARIMA,RNN,LSTM
D1637.csv,264.3245917535292,276.472164295446,0.019116238,201.76529153963415
D3623.csv,16.52176921639119,19.890434075357867,0.048950016,13.931618430397727
D2052.csv,220.4619748831223,175.6514662954886,0.06073135,179.44330797697356
D3618.csv,28.390245058852333,38.79676037915474,0.07593116,15.554985046386719
D136.csv,613.2660046523762,799.5662662839023,0.03755641,222.1044921875
D41.csv,2140.235416666668,1739.1231135650366,0.081262626,304.35470886230473
D1643.csv,355.21660108817036,207.68534444339502,0.09340944,162.889998626709
D2050.csv,45.3327868852459,48.22442425671513,0.08433545,32.32925998263889
D2065.csv,101.74526259811151,85.041965948417,0.24418704,27.337022569444464
D32.csv,102.0199705904504,103.62941736589384,0.014181177,69.2914909362793
D46.csv,343.7940067710354,323.70747784479136,0.65863144,282.782470703125
D162.csv,25.466250000000002,27.275629945750516,0.07382989,33.70986423492432
D31.csv,98.69375,830.4996852074052,0.010526788,302.9666213989258
D2061.csv,77.74034387620222,81.47610820932923,0.238785,103.8060236150569
D176.csv,515.7373749999999,522.9094527152683,0.2510332,100.01424224853515
D168.csv,28.26860092106653,32.252644215388756,0.11416307,14.276155063100969
D3613.csv,747.4180327868852,696.7212197118449,0.12607042,305.00523003472205
D2079.csv,193.2375,147.28208398222242,0.09813869,111.32423400878908
D2085.csv,2030.5263157894738,2030.5263157894738,3789.001,4269.439453125
D2076.csv,2285.7923397460336,2731.4468913425517,0.96961755,549.7126969962284
D3640.csv,189.11158724419937,183.66139800842748,0.0878074,95.4546274038461
D154.csv,348.3481953293234,386.18342966812787,0.05792965,215.3422225952149
D3596.csv,50.63375,56.034597676704934,0.103295036,36.9401268005371
D3620.csv,39.7575,500.80563640490783,0.020879641,29.31100587844849
D30.csv,68.74875,47.65752834539139,0.014776249,18.16233940124512
D3616.csv,67.5419898795321,37.854127579975646,0.18595539,25.02436408996582
D1644.csv,320.3932265154728,321.94862161646614,0.08879611,275.16026306152344
D1654.csv,287.16605607735505,344.1849791624072,0.116528235,235.14695581896552
D1645.csv,92.13963799306083,75.29688403360412,0.39543524,16.87054421164772
D174.csv,14.586815007666573,13.967249814796745,0.048370358,8.011331134175142
D5.csv,169.70801398513487,147.77920615066222,0.16601467,189.90455322265615
D3644.csv,172.51040880849823,341.789657887771,0.041254498,416.41440836588544
D156.csv,489.58374999999995,445.66765969436074,0.06932643,138.10095291137694
D132.csv,3864.4407787790587,3039.158876495776,0.45665154,383.2893473307292
D40.csv,111.14285233431814,90.01916178781013,0.07884067,42.850772633272086
D3610.csv,691.875,686.6217427290931,0.014422715,920.3394317626953
D3631.csv,17.164305059952937,38.1128389460814,0.07606635,8.580914306640619
D169.csv,29.635801363719953,56.595937408107986,0.050867423,15.722621372767858
D2046.csv,144.84234412903038,209.08197255987974,0.06638672,65.25639724731445
D2047.csv,177.06778245244854,186.31667258663992,0.061157983,87.68710784912106
D50.csv,0.016971202024977927,0.023949915240394935,0.08677393,0.01087607860565143
D2041.csv,510.24491543508776,404.3563642879585,0.41670847,67.40669574810548
D37.csv,65.59525941339983,211.89692868205537,0.027997315,59.46332256610577
D151.csv,146.52557023661205,149.1320683013843,0.1138396,64.24681770179295
D7.csv,548.3079829823757,848.0623787077773,0.049365867,167.7661020965576
D160.csv,69.79605527077857,77.32663395520981,0.04552361,42.61458511352538
D2071.csv,57.38312620726435,89.31036091729847,0.10189219,93.16883246527777
D2054.csv,66.03615967241633,70.24688194081874,0.20760784,58.79244192023026
