fname,ARIMA,SARIMA,RNN,LSTM
D1637.csv,0.03208687778466251,0.033651366296378715,3.216007,2.5280783028044422
D3623.csv,0.007337683369676846,0.00886990040452251,10.772805,0.6238832893664784
D2052.csv,0.059557653405562204,0.0491711803064831,15.602396,5.290553062443306
D3618.csv,0.018536519051454172,0.025558439662061058,15.012392,1.0223050764069475
D136.csv,0.14781615272186838,0.23538665205668324,6.009025,7.272415403335813
D41.csv,0.35275626466728877,0.2864596275874209,11.578948,5.072625152698365
D1643.csv,0.3034922118581401,0.17326202829775114,125.20473,14.189686575868258
D2050.csv,0.019675929860783363,0.02100858922152684,8.781134,1.3729038224060748
D2065.csv,0.03462821695059656,0.028864753332415255,19.996769,0.9572965125392683
D32.csv,0.03538714688170876,0.036004279876618805,53.851254,2.3894982550383554
D46.csv,0.03308010879161162,0.03114862921736351,40.664474,2.7314530518878692
D162.csv,0.025116135134870855,0.02682613297099267,7.806053,3.4132079496654075
D31.csv,0.03408324206864398,0.28609230963595006,41.739567,10.586122238911491
D2061.csv,0.02887110315595785,0.030224969519637105,21.455175,3.8477190035973408
D176.csv,0.07088728114442218,0.07188096499260124,20.725496,1.384774008692098
D168.csv,0.02382998073459115,0.027236482643930488,43.47862,1.2109343072774983
D3613.csv,0.10507958070033989,0.09796595644166028,75.06722,4.270880340778529
D2079.csv,0.06412466749136628,0.04874396630439217,10.104436,3.7122392093847356
D2085.csv,0.23734450190356124,0.23734450190356124,99.97364,48.62687304242597
D2076.csv,0.2448915097625418,0.30192439589686887,48.031513,6.0740757835696195
D3640.csv,0.030169194931957036,0.02992165534601777,17.652246,1.5402555285348574
D154.csv,0.04442085789578466,0.048902446588914704,59.638382,2.7590198639315715
D3596.csv,0.028170148548331463,0.03099858622372691,10.087573,2.0398592066180767
D3620.csv,0.0999727602562567,1.2595907764579348,329.30237,7.35080523408132
D30.csv,0.050558586684953444,0.03501111982241344,2.2825956,1.346341000024047
D3616.csv,0.03361949876575719,0.01928889589198296,17.69471,1.2489952943321967
D1644.csv,0.05319039068323257,0.05372053197369806,12.676186,4.4269323232175575
D1654.csv,0.05713013663891651,0.06830361492049203,41.1785,4.705659092798449
D1645.csv,0.06419209331438709,0.05240712379559361,28.746138,1.186982330438254
D174.csv,0.01438373961623591,0.013772609745275388,13.635215,0.776284615763293
D5.csv,0.029455361523732036,0.025678689840959324,15.4641285,3.285618633510089
D3644.csv,0.020993370489601468,0.041593934955005865,4.783589,5.067303366236354
D156.csv,0.156354848631979,0.1424867267370718,46.11715,4.416791365952215
D132.csv,0.37606726804703994,0.29678173610130454,33.893238,3.644630274624904
D40.csv,0.029275220819884307,0.023718995342869063,8.135962,1.147585448132938
D3610.csv,0.13890890615882065,0.1377949587773258,18.268698,18.420600294724007
D3631.csv,0.014277484470417674,0.032105580956006526,7.8995667,0.7185563832196415
D169.csv,0.025313444104310714,0.04832199640559818,48.37025,1.3632123535169876
D2046.csv,0.04974424186499315,0.06997748952243593,12.653796,2.243285504569332
D2047.csv,0.030903197089091415,0.03249913481022225,157.1547,1.5057182614890494
D50.csv,0.00017015850120367736,0.0002401049517186788,16.167507,0.010904401547395066
D2041.csv,0.06704377710827751,0.0531269770846365,30.734848,0.8868035334789461
D37.csv,0.026077954537176533,0.08393913406953604,5.505541,2.318166616551896
D151.csv,0.029568474843970526,0.03002320620606348,11.748624,1.312427053004786
D7.csv,0.3939027212303188,0.6175698797704289,7.226385,12.828541395879794
D160.csv,0.03428445109541085,0.03846712388908048,13.828815,2.0964144716900432
D2071.csv,0.021007179270958284,0.03368775898760521,10.983117,3.474496600117042
D2054.csv,0.05818859966829684,0.061891579504773475,20.429974,5.131811840694435
